jobtitle,scale_e,scale_n,scale_t,scale_j,satisfied
Account/Sales Manager,28,10,26,29,1
Account/Sales Manager,17,19,15,11,0
Account/Sales Manager,25,17,26,16,1
Account/Sales Manager,23,15,26,30,1
Account/Sales Manager,21,20,19,17,0
Account/Sales Manager,18,8,22,31,1
Account/Sales Manager,13,18,17,9,0
Account/Sales Manager,18,7,33,28,1
Account/Sales Manager,15,22,4,17,0
Account/Sales Manager,20,25,23,12,0
Account/Sales Manager,18,19,23,16,0
Account/Sales Manager,28,14,14,20,1
Account/Sales Manager,21,15,32,14,1
Account/Sales Manager,26,15,30,7,1
Account/Sales Manager,28,17,23,23,1
Account/Sales Manager,18,18,13,20,1
Account/Sales Manager,24,21,26,4,1
Account/Sales Manager,18,13,20,26,0
Account/Sales Manager,25,12,29,15,1
Account/Sales Manager,10,5,29,29,0
Account/Sales Manager,19,33,2,0,0
Account/Sales Manager,11,9,8,21,1
Account/Sales Manager,30,15,19,18,1
Account/Sales Manager,22,22,4,11,1
Account/Sales Manager,22,13,28,29,1
Account/Sales Manager,26,13,13,26,1
Account/Sales Manager,15,16,22,16,0
Account/Sales Manager,17,6,32,34,1
Account/Sales Manager,22,16,13,25,1
Account/Sales Manager,28,17,14,17,0
Account/Sales Manager,21,9,20,24,1
Account/Sales Manager,20,16,12,12,1
Account/Sales Manager,10,19,22,16,0
Account/Sales Manager,31,15,12,30,1
Account/Sales Manager,18,14,17,9,1
Account/Sales Manager,26,9,24,25,1
Account/Sales Manager,20,11,21,27,0
Account/Sales Manager,20,13,29,23,1
Account/Sales Manager,26,9,20,26,1
Account/Sales Manager,27,18,26,17,1
Account/Sales Manager,18,11,30,16,1
Account/Sales Manager,25,6,24,22,1
Account/Sales Manager,20,18,25,12,0
Account/Sales Manager,27,27,17,22,0
Account/Sales Manager,12,9,27,32,0
Account/Sales Manager,16,15,18,21,1
Account/Sales Manager,18,12,14,24,1
Account/Sales Manager,17,8,23,32,1
Account/Sales Manager,25,3,24,29,1
Account/Sales Manager,18,20,19,22,0
Account/Sales Manager,15,21,8,9,0
Account/Sales Manager,14,21,16,8,0
Account/Sales Manager,10,10,29,20,0
Account/Sales Manager,20,7,24,15,1
Account/Sales Manager,21,16,24,28,0
Account/Sales Manager,24,14,10,18,1
Account/Sales Manager,23,11,23,13,0
Account/Sales Manager,28,8,30,33,0
Account/Sales Manager,16,12,19,29,1
Account/Sales Manager,24,9,23,22,1
Account/Sales Manager,17,4,29,27,1
Account/Sales Manager,23,25,16,9,0
Account/Sales Manager,30,15,22,24,1
Account/Sales Manager,29,14,10,27,1
Account/Sales Manager,24,13,18,32,0
Account/Sales Manager,23,4,21,34,0
Account/Sales Manager,17,15,19,22,0
Account/Sales Manager,9,8,23,24,0
Account/Sales Manager,20,4,19,27,1
Account/Sales Manager,24,14,18,19,1
Account/Sales Manager,23,19,20,26,0
Account/Sales Manager,28,21,30,11,1
Account/Sales Manager,25,16,16,18,0
Account/Sales Manager,16,24,11,19,0
Account/Sales Manager,29,18,15,18,1
Account/Sales Manager,20,19,25,19,0
Account/Sales Manager,26,13,27,31,1
Account/Sales Manager,22,10,29,29,1
Account/Sales Manager,21,8,21,32,1
Account/Sales Manager,27,9,20,27,1
Account/Sales Manager,29,27,7,10,1
Account/Sales Manager,7,11,25,33,0
Account/Sales Manager,23,7,23,17,0
Account/Sales Manager,25,17,22,18,0
Account/Sales Manager,25,9,20,12,1
Account/Sales Manager,30,13,18,25,1
Account/Sales Manager,26,12,25,30,0
Account/Sales Manager,17,16,20,17,1
Account/Sales Manager,5,13,22,18,0
Account/Sales Manager,13,10,19,18,0
Account/Sales Manager,27,14,13,13,1
Account/Sales Manager,19,5,22,21,0
Account/Sales Manager,23,11,11,15,0
Account/Sales Manager,19,18,28,23,1
Account/Sales Manager,14,18,13,24,1
Account/Sales Manager,27,12,18,24,1
Account/Sales Manager,17,13,30,30,1
Account/Sales Manager,20,24,21,16,0
Account/Sales Manager,19,13,21,26,1
Account/Sales Manager,28,26,9,11,0
Account/Sales Manager,29,22,18,11,1
Account/Sales Manager,20,14,21,19,1
Account/Sales Manager,21,15,15,26,0
Account/Sales Manager,28,13,26,21,1
Account/Sales Manager,32,16,25,21,1
Account/Sales Manager,20,22,6,15,0
Account/Sales Manager,8,6,28,31,1
Account/Sales Manager,17,16,11,24,1
Account/Sales Manager,17,26,11,17,1
Account/Sales Manager,24,14,11,22,1
Account/Sales Manager,21,11,21,21,1
Account/Sales Manager,14,14,25,20,0
Account/Sales Manager,26,14,18,28,1
Account/Sales Manager,19,15,16,14,1
Account/Sales Manager,28,10,17,24,1
Account/Sales Manager,14,18,19,18,1
Account/Sales Manager,27,18,30,20,1
Account/Sales Manager,17,24,15,21,0
Account/Sales Manager,12,20,27,21,0
Account/Sales Manager,20,15,14,20,0
Account/Sales Manager,12,11,23,28,1
Account/Sales Manager,21,25,26,25,0
Account/Sales Manager,21,9,13,31,1
Account/Sales Manager,4,19,15,8,0
Account/Sales Manager,22,15,16,17,0
Account/Sales Manager,20,15,12,18,1
Account/Sales Manager,22,14,13,12,1
Account/Sales Manager,29,6,28,26,1
Account/Sales Manager,31,18,22,7,1
Account/Sales Manager,16,11,14,19,0
Account/Sales Manager,16,18,13,13,0
Account/Sales Manager,23,17,25,20,1
Account/Sales Manager,18,7,15,28,1
Account/Sales Manager,24,5,19,30,1
Account/Sales Manager,30,20,11,11,0
Account/Sales Manager,20,16,22,17,1
Account/Sales Manager,23,18,19,12,0
Account/Sales Manager,23,17,19,23,1
Account/Sales Manager,28,25,16,6,0
Account/Sales Manager,30,22,5,17,1
Account/Sales Manager,28,14,16,25,0
Account/Sales Manager,28,16,19,17,1
Account/Sales Manager,24,18,16,25,1
Account/Sales Manager,24,18,17,23,1
Account/Sales Manager,14,22,13,13,1
Account/Sales Manager,15,21,15,13,0
Account/Sales Manager,11,5,23,22,0
Account/Sales Manager,26,22,20,3,1
Account/Sales Manager,14,12,22,15,0
Account/Sales Manager,25,25,25,13,1
Account/Sales Manager,30,16,24,26,1
Account/Sales Manager,31,19,14,20,0
Account/Sales Manager,19,16,8,15,0
Account/Sales Manager,24,13,9,23,1
Account/Sales Manager,11,16,17,25,0
Account/Sales Manager,26,9,19,29,1
Account/Sales Manager,23,12,17,20,0
Account/Sales Manager,15,13,31,28,1
Account/Sales Manager,28,10,29,33,1
Account/Sales Manager,22,10,25,28,1
Account/Sales Manager,29,15,24,27,1
Account/Sales Manager,26,13,24,21,1
Account/Sales Manager,19,24,19,30,0
Account/Sales Manager,7,4,29,28,1
Account/Sales Manager,29,8,19,19,1
Account/Sales Manager,21,15,23,27,1
Account/Sales Manager,16,22,24,11,0
Account/Sales Manager,19,19,14,14,0
Account/Sales Manager,18,11,22,22,1
Account/Sales Manager,24,19,14,5,1
Account/Sales Manager,18,23,19,27,0
Account/Sales Manager,26,11,24,30,1
Account/Sales Manager,32,24,23,13,1
Account/Sales Manager,26,16,33,29,1
Account/Sales Manager,15,12,16,15,1
Account/Sales Manager,27,9,21,32,1
Account/Sales Manager,26,10,22,27,1
Account/Sales Manager,18,12,21,27,1
Account/Sales Manager,29,9,21,14,1
Account/Sales Manager,13,4,23,28,1
Account/Sales Manager,21,11,28,22,1
Account/Sales Manager,23,14,14,17,1
Account/Sales Manager,25,10,31,33,0
Account/Sales Manager,32,8,26,23,1
Account/Sales Manager,22,10,21,33,0
Account/Sales Manager,28,18,19,20,1
Account/Sales Manager,31,18,18,20,1
Account/Sales Manager,28,25,25,11,1
Account/Sales Manager,18,11,18,29,0
Account/Sales Manager,21,12,18,23,1
Account/Sales Manager,24,8,20,20,0
Account/Sales Manager,29,17,22,23,1
Account/Sales Manager,24,16,13,17,1
Account/Sales Manager,19,15,18,10,0
Account/Sales Manager,23,24,26,20,0
Account/Sales Manager,19,14,22,22,0
Account/Sales Manager,26,10,21,19,1
Account/Sales Manager,25,11,28,18,1
Account/Sales Manager,33,8,29,27,1
Account/Sales Manager,13,6,16,20,0
Account/Sales Manager,23,17,10,9,0
Account/Sales Manager,25,15,26,21,0
Account/Sales Manager,13,6,13,27,1
Account/Sales Manager,29,16,26,17,0
Account/Sales Manager,24,9,16,30,1
Account/Sales Manager,26,18,27,13,0
Account/Sales Manager,29,26,22,8,0
Account/Sales Manager,17,16,5,22,0
Account/Sales Manager,12,8,25,32,1
Account/Sales Manager,30,22,29,9,1
Account/Sales Manager,25,19,29,23,1
Account/Sales Manager,24,24,28,13,1
Account/Sales Manager,18,18,25,26,0
Account/Sales Manager,17,10,15,15,0
Account/Sales Manager,27,11,24,28,1
Account/Sales Manager,31,17,28,19,0
Account/Sales Manager,13,15,18,3,0
Account/Sales Manager,16,18,11,15,1
Marketing/Advertising Director,25,11,29,25,1
Marketing/Advertising Director,16,15,22,20,0
Marketing/Advertising Director,20,12,22,19,0
Marketing/Advertising Director,28,15,30,12,1
Marketing/Advertising Director,21,18,16,16,1
Marketing/Advertising Director,7,23,0,9,1
Marketing/Advertising Director,15,24,10,19,1
Marketing/Advertising Director,19,9,31,25,1
Marketing/Advertising Director,33,22,26,20,1
Marketing/Advertising Director,27,8,19,33,1
Marketing/Advertising Director,30,14,27,15,1
Marketing/Advertising Director,25,17,13,9,1
Marketing/Advertising Director,24,9,27,31,1
Marketing/Advertising Director,31,11,24,22,1
Marketing/Advertising Director,14,21,22,12,0
Marketing/Advertising Director,34,29,8,5,1
Marketing/Advertising Director,26,6,31,25,1
Marketing/Advertising Director,29,19,19,18,1
Marketing/Advertising Director,25,11,11,18,0
Marketing/Advertising Director,30,10,31,26,1
Marketing/Advertising Director,24,12,23,24,0
Marketing/Advertising Director,25,21,15,10,1
Marketing/Advertising Director,28,11,29,16,1
Marketing/Advertising Director,23,19,20,8,0
Marketing/Advertising Director,22,11,15,28,0
Marketing/Advertising Director,19,21,24,12,0
Marketing/Advertising Director,24,16,21,11,0
Marketing/Advertising Director,17,19,21,19,0
Marketing/Advertising Director,28,19,26,19,1
Marketing/Advertising Director,21,15,14,19,1
Marketing/Advertising Director,20,19,14,13,1
Marketing/Advertising Director,27,24,25,7,1
Marketing/Advertising Director,6,19,26,28,1
Marketing/Advertising Director,26,12,21,19,0
Marketing/Advertising Director,20,20,18,12,1
Marketing/Advertising Director,8,8,16,23,0
Marketing/Advertising Director,21,21,24,9,1
Marketing/Advertising Director,21,16,15,27,1
Marketing/Advertising Director,23,12,21,27,1
Marketing/Advertising Director,21,14,20,16,0
Marketing/Advertising Director,23,7,16,27,1
Marketing/Advertising Director,28,4,18,21,1
Marketing/Advertising Director,20,12,19,17,0
Marketing/Advertising Director,20,14,20,21,1
Marketing/Advertising Director,27,22,22,12,0
Marketing/Advertising Director,10,19,18,25,1
Marketing/Advertising Director,32,7,25,26,1
Marketing/Advertising Director,20,16,15,29,1
Marketing/Advertising Director,33,16,19,17,0
Marketing/Advertising Director,15,20,7,11,1
Marketing/Advertising Director,12,26,24,13,0
Marketing/Advertising Director,21,12,10,24,0
Marketing/Advertising Director,19,26,13,9,1
Marketing/Advertising Director,20,10,21,24,1
Marketing/Advertising Director,26,23,16,10,0
Marketing/Advertising Director,26,18,20,28,1
Marketing/Advertising Director,13,20,19,24,0
Marketing/Advertising Director,22,10,19,30,1
Marketing/Advertising Director,21,19,10,16,1
Marketing/Advertising Director,27,7,25,34,1
Marketing/Advertising Director,24,17,9,16,1
Marketing/Advertising Director,12,16,15,25,0
Marketing/Advertising Director,23,18,22,17,1
Marketing/Advertising Director,26,18,22,25,1
Marketing/Advertising Director,25,16,16,22,1
Marketing/Advertising Director,26,15,23,25,1
Marketing/Advertising Director,21,20,18,18,1
Marketing/Advertising Director,12,19,15,25,0
Marketing/Advertising Director,23,3,30,33,1
Marketing/Advertising Director,27,15,23,17,1
Marketing/Advertising Director,22,11,19,20,0
Marketing/Advertising Director,23,13,22,16,0
Marketing/Advertising Director,32,11,27,23,1
Marketing/Advertising Director,18,13,24,19,1
Marketing/Advertising Director,4,19,10,19,0
Marketing/Advertising Director,33,10,34,27,1
Marketing/Advertising Director,20,19,17,6,1
Marketing/Advertising Director,17,20,28,20,0
Marketing/Advertising Director,19,18,26,21,0
Marketing/Advertising Director,17,21,26,20,0
Marketing/Advertising Director,31,6,25,27,1
Marketing/Advertising Director,25,12,23,20,1
Marketing/Advertising Director,22,6,24,34,1
Marketing/Advertising Director,24,18,19,22,1
Marketing/Advertising Director,10,26,10,13,0
Marketing/Advertising Director,29,6,28,24,1
Marketing/Advertising Director,19,21,14,9,1
Marketing/Advertising Director,28,9,31,19,1
Marketing/Advertising Director,29,21,23,9,1
Marketing/Advertising Director,22,15,7,10,1
Marketing/Advertising Director,26,12,26,27,1
Marketing/Advertising Director,18,18,4,11,1
Marketing/Advertising Director,27,22,18,11,1
Marketing/Advertising Director,16,20,13,20,1
Marketing/Advertising Director,28,10,11,22,1
Marketing/Advertising Director,15,15,22,20,1
Marketing/Advertising Director,23,18,20,13,0
Marketing/Advertising Director,16,20,23,20,0
Marketing/Advertising Director,24,26,29,19,0
Marketing/Advertising Director,27,22,19,21,1
Marketing/Advertising Director,8,6,28,27,1
Marketing/Advertising Director,28,3,8,30,1
Marketing/Advertising Director,17,25,27,10,1
Marketing/Advertising Director,24,14,23,13,0
Marketing/Advertising Director,21,25,5,10,0
Marketing/Advertising Director,22,12,17,24,0
Marketing/Advertising Director,22,19,25,12,0
Marketing/Advertising Director,30,16,25,16,1
Marketing/Advertising Director,18,18,19,15,1
Marketing/Advertising Director,21,8,13,24,1
Marketing/Advertising Director,14,17,26,17,1
Marketing/Advertising Director,23,18,24,16,0
Marketing/Advertising Director,24,18,13,28,1
Marketing/Advertising Director,30,15,27,16,1
Marketing/Advertising Director,14,25,4,12,1
Marketing/Advertising Director,20,17,21,14,1
Marketing/Advertising Director,22,11,24,16,0
Marketing/Advertising Director,24,4,20,21,0
Marketing/Advertising Director,30,23,8,26,1
Marketing/Advertising Director,26,12,12,13,1
Marketing/Advertising Director,22,13,15,26,1
Marketing/Advertising Director,25,14,20,14,1
Marketing/Advertising Director,32,13,26,27,1
Marketing/Advertising Director,12,3,21,23,0
Marketing/Advertising Director,30,15,17,29,0
Marketing/Advertising Director,29,18,26,6,1
Marketing/Advertising Director,29,14,19,20,1
Marketing/Advertising Director,24,19,21,23,1
Marketing/Advertising Director,29,17,6,16,1
Marketing/Advertising Director,15,18,17,21,0
Marketing/Advertising Director,23,9,26,32,1
Marketing/Advertising Director,14,21,25,5,0
Marketing/Advertising Director,25,19,29,21,0
Marketing/Advertising Director,24,17,25,15,1
Marketing/Advertising Director,11,17,16,21,1
Marketing/Advertising Director,16,4,20,22,0
Marketing/Advertising Director,22,10,13,11,0
Marketing/Advertising Director,23,19,28,23,1
Marketing/Advertising Director,29,17,10,20,1
Marketing/Advertising Director,22,9,24,18,1
Marketing/Advertising Director,20,17,29,15,1
Marketing/Advertising Director,22,12,22,27,1
Marketing/Advertising Director,20,21,25,9,1
Marketing/Advertising Director,13,8,22,29,1
Marketing/Advertising Director,19,11,25,18,1
Marketing/Advertising Director,32,22,16,7,0
Marketing/Advertising Director,16,19,8,24,0
Marketing/Advertising Director,30,18,17,20,1
Marketing/Advertising Director,28,15,18,22,1
Marketing/Advertising Director,20,21,16,26,1
Marketing/Advertising Director,29,16,22,25,1
Marketing/Advertising Director,29,19,28,19,1
Marketing/Advertising Director,30,9,29,28,1
Marketing/Advertising Director,27,19,16,18,1
Marketing/Advertising Director,22,11,27,23,1
Marketing/Advertising Director,26,4,20,23,1
Marketing/Advertising Director,19,6,26,32,1
Marketing/Advertising Director,28,21,10,20,1
Marketing/Advertising Director,11,10,15,21,1
Marketing/Advertising Director,15,16,29,27,0
Marketing/Advertising Director,30,30,6,6,1
Marketing/Advertising Director,34,15,20,16,1
Marketing/Advertising Director,10,23,20,7,0
Marketing/Advertising Director,11,14,10,25,0
Marketing/Advertising Director,21,19,21,20,1
Marketing/Advertising Director,26,16,20,21,0
Marketing/Advertising Director,16,19,19,8,0
Marketing/Advertising Director,20,14,20,8,1
Marketing/Advertising Director,23,26,7,13,1
Marketing/Advertising Director,16,21,20,17,0
Marketing/Advertising Director,29,27,16,13,0
Marketing/Advertising Director,7,21,17,26,0
Marketing/Advertising Director,16,10,15,21,1
Marketing/Advertising Director,21,13,22,22,0
Marketing/Advertising Director,29,17,31,29,1
Marketing/Advertising Director,26,15,24,11,0
Marketing/Advertising Director,32,20,25,21,0
Marketing/Advertising Director,15,14,19,27,1
Marketing/Advertising Director,20,22,23,9,0
Marketing/Advertising Director,19,30,10,15,0
Marketing/Advertising Director,29,11,29,28,1
Marketing/Advertising Director,23,16,23,10,1
Marketing/Advertising Director,24,21,25,7,1
Marketing/Advertising Director,28,11,23,27,1
Marketing/Advertising Director,9,10,17,28,1
Marketing/Advertising Director,11,22,14,8,0
Marketing/Advertising Director,20,5,21,32,1
Marketing/Advertising Director,29,18,32,16,1
Marketing/Advertising Director,17,13,16,22,0
Marketing/Advertising Director,5,22,18,18,0
Marketing/Advertising Director,12,19,20,19,0
Marketing/Advertising Director,26,15,24,25,1
Marketing/Advertising Director,29,11,28,27,1
Marketing/Advertising Director,27,23,21,16,1
Marketing/Advertising Director,21,14,12,21,1
Marketing/Advertising Director,20,21,9,6,1
Marketing/Advertising Director,12,21,20,7,0
Marketing/Advertising Director,26,27,9,22,1
Marketing/Advertising Director,25,12,24,33,1
Marketing/Advertising Director,22,26,23,12,0
Account/Sales Manager,18,22,17,26,0
Account/Sales Manager,22,13,16,24,0
Account/Sales Manager,18,17,19,28,1
Account/Sales Manager,27,12,19,25,1
Account/Sales Manager,21,16,20,16,0
Account/Sales Manager,31,12,23,18,1
Account/Sales Manager,19,13,21,15,0
Account/Sales Manager,27,6,27,24,0
Account/Sales Manager,9,12,17,21,0
Account/Sales Manager,23,34,7,3,0
Account/Sales Manager,27,5,19,26,1
Account/Sales Manager,24,18,14,23,0
Account/Sales Manager,27,13,23,24,1
Account/Sales Manager,6,23,13,16,0
Account/Sales Manager,22,20,30,6,0
Account/Sales Manager,25,10,20,20,0
Account/Sales Manager,24,11,24,28,1
Account/Sales Manager,24,11,27,22,1
Account/Sales Manager,25,11,19,26,1
Account/Sales Manager,29,18,27,8,1
Account/Sales Manager,16,24,19,5,0
Account/Sales Manager,30,21,27,7,1
Account/Sales Manager,27,14,12,17,0
Account/Sales Manager,20,17,20,20,1
Account/Sales Manager,25,12,18,24,1
Account/Sales Manager,11,13,27,25,0
Account/Sales Manager,28,19,27,17,0
Account/Sales Manager,28,16,26,18,1
Account/Sales Manager,24,3,20,22,1
Account/Sales Manager,30,15,25,25,1
Account/Sales Manager,27,17,26,12,1
Account/Sales Manager,17,13,21,20,1
Account/Sales Manager,23,24,15,25,0
Account/Sales Manager,22,22,17,25,1
Account/Sales Manager,26,21,18,7,0
Account/Sales Manager,11,18,16,10,0
Account/Sales Manager,15,18,21,13,1
Account/Sales Manager,22,18,28,12,1
Account/Sales Manager,11,31,5,14,0
Account/Sales Manager,24,24,23,12,0
Account/Sales Manager,19,20,13,19,0
Account/Sales Manager,20,5,13,26,0
Account/Sales Manager,13,13,24,19,1
Account/Sales Manager,14,8,20,28,1
Account/Sales Manager,28,8,26,23,1
Account/Sales Manager,23,7,22,31,1
Account/Sales Manager,11,9,30,28,1
Account/Sales Manager,20,6,14,24,1
Account/Sales Manager,22,10,20,30,1
Account/Sales Manager,32,20,22,22,1
Account/Sales Manager,30,8,29,25,1
Account/Sales Manager,25,14,25,30,1
Account/Sales Manager,17,12,16,19,0
Account/Sales Manager,34,26,18,10,1
Account/Sales Manager,18,15,26,14,0
Account/Sales Manager,23,20,17,13,1
Account/Sales Manager,15,3,11,29,1
Account/Sales Manager,27,5,21,28,1
Account/Sales Manager,30,10,16,21,1
Account/Sales Manager,28,12,28,30,1
Account/Sales Manager,17,7,26,27,0
Head of Department,23,19,28,16,1
Head of Department,20,11,23,18,1
Head of Department,18,7,16,14,1
Head of Department,22,16,23,27,0
Head of Department,21,18,22,12,1
Head of Department,21,15,28,29,1
Head of Department,10,14,18,25,0
Head of Department,28,6,31,33,1
Head of Department,15,12,10,30,1
Head of Department,26,6,29,24,1
Head of Department,29,19,24,33,1
Head of Department,20,19,17,7,0
Head of Department,8,16,14,22,0
Head of Department,12,13,11,21,0
Head of Department,15,18,11,19,1
Head of Department,15,6,21,24,1
Head of Department,16,13,2,25,0
Head of Department,28,11,26,25,0
Head of Department,12,10,17,16,0
Head of Department,20,7,31,30,1
Head of Department,20,8,25,30,1
Head of Department,22,11,29,22,0
Head of Department,12,6,25,27,1
Head of Department,16,18,23,33,1
Head of Department,30,7,28,29,1
Head of Department,24,10,30,21,1
Head of Department,21,22,27,16,0
Head of Department,14,2,31,30,0
Head of Department,22,16,20,24,1
Head of Department,11,14,29,14,1
Head of Department,19,16,14,6,0
Head of Department,9,11,29,29,1
Head of Department,12,19,20,6,1
Head of Department,25,16,27,33,1
Head of Department,24,10,29,30,1
Head of Department,28,18,24,20,1
Head of Department,26,8,16,26,1
Head of Department,22,17,21,25,1
Head of Department,13,7,30,33,0
Head of Department,8,16,28,22,1
Head of Department,14,7,28,29,1
Head of Department,19,14,25,29,1
Head of Department,22,16,10,14,0
Head of Department,6,7,32,34,1
Head of Department,17,2,28,31,1
Head of Department,22,9,29,27,1
Head of Department,15,7,18,19,1
Head of Department,23,15,21,30,1
Head of Department,17,21,15,22,0
Head of Department,23,4,29,30,1
Head of Department,30,4,22,29,1
Head of Department,8,7,32,34,1
Head of Department,21,4,17,28,0
Head of Department,1,9,32,33,1
Head of Department,30,18,17,19,0
Head of Department,27,11,21,15,1
Head of Department,22,6,29,31,1
Head of Department,21,22,17,21,1
Head of Department,11,15,26,13,1
Head of Department,24,9,28,26,1
Head of Department,27,21,23,28,1
Head of Department,23,15,22,17,1
Head of Department,15,10,9,14,0
Head of Department,23,7,18,26,1
Head of Department,20,19,22,11,0
Head of Department,12,4,12,22,1
Head of Department,9,9,25,23,1
Head of Department,24,11,28,27,1
Head of Department,27,17,13,17,1
Head of Department,28,17,29,21,1
Head of Department,23,8,28,22,1
Head of Department,20,5,22,35,0
Head of Department,17,9,16,15,1
Head of Department,26,16,30,24,1
Head of Department,15,26,16,21,1
Head of Department,12,10,25,21,1
Head of Department,20,14,20,15,0
Head of Department,14,15,26,25,1
Head of Department,18,29,26,21,1
Head of Department,21,2,17,33,1
Head of Department,27,9,29,29,0
Head of Department,15,19,29,22,0
Head of Department,22,3,26,18,1
Head of Department,22,14,21,12,0
Head of Department,30,16,19,25,1
Head of Department,33,24,11,19,1
Head of Department,22,10,26,21,1
Head of Department,20,16,21,23,1
Head of Department,26,21,30,19,0
Head of Department,23,13,17,19,1
Head of Department,19,17,27,19,1
Head of Department,26,33,16,15,1
Head of Department,28,20,31,18,1
Head of Department,26,7,26,31,1
Head of Department,22,24,8,7,1
Head of Department,20,12,11,17,1
Head of Department,20,15,20,14,1
Head of Department,20,8,31,31,1
Head of Department,20,19,16,11,1
Head of Department,26,10,20,29,1
Head of Department,32,24,28,28,1
Head of Department,24,13,27,33,1
Head of Department,10,8,25,31,0
Head of Department,32,17,23,29,1
Head of Department,21,13,18,21,1
Head of Department,24,13,28,28,1
Head of Department,28,12,27,25,1
Head of Department,20,10,32,31,1
Head of Department,9,19,11,16,0
Head of Department,20,7,12,32,1
Head of Department,14,17,21,23,1
Head of Department,26,21,25,26,1
Head of Department,25,20,17,19,1
Head of Department,29,7,30,15,1
Head of Department,23,14,14,18,0
Head of Department,11,25,14,9,0
Head of Department,23,13,19,19,1
Head of Department,28,10,24,22,1
Head of Department,23,12,27,22,1
Head of Department,30,14,29,29,1
Head of Department,31,15,23,25,1
Head of Department,31,24,4,23,1
Head of Department,14,19,7,17,0
Head of Department,18,18,26,27,0
Head of Department,10,14,19,21,1
Head of Department,30,28,16,5,1
Head of Department,22,16,22,21,1
Head of Department,24,24,19,11,1
Head of Department,24,21,17,20,1
Head of Department,29,10,27,25,1
Head of Department,20,10,17,25,1
Head of Department,16,10,25,26,1
Head of Department,12,21,21,7,0
Head of Department,23,4,22,19,0
Head of Department,24,10,32,28,1
Head of Department,21,12,27,14,0
Head of Department,30,20,15,25,1
Head of Department,28,17,18,13,1
Head of Department,27,11,28,27,0
Head of Department,12,9,27,30,1
Head of Department,22,5,28,33,1
Head of Department,26,15,27,16,1
Head of Department,22,14,18,12,1
Head of Department,27,9,25,29,1
Head of Department,16,4,27,24,1
Head of Department,27,17,24,24,1
Head of Department,27,19,18,11,1
Head of Department,14,11,26,33,1
Head of Department,19,16,29,25,1
Head of Department,16,15,25,23,0
Head of Department,20,17,21,25,1
Head of Department,26,16,21,20,0
Head of Department,19,11,17,28,1
Head of Department,29,12,18,20,1
Head of Department,26,17,16,23,1
Head of Department,25,15,27,24,1
Head of Department,31,13,27,26,1
Head of Department,31,12,27,19,1
Head of Department,17,15,21,26,1
Head of Department,16,5,18,25,1
Head of Department,19,16,27,22,1
Head of Department,4,5,26,26,0
Head of Department,20,5,27,33,1
Head of Department,19,19,16,19,1
Head of Department,20,18,18,20,1
Head of Department,22,19,25,20,1
Head of Department,13,10,3,18,0
Head of Department,23,10,20,12,1
Head of Department,15,14,9,17,1
Head of Department,27,13,23,24,1
Head of Department,27,8,35,29,1
Head of Department,18,11,24,26,0
Head of Department,23,14,26,32,1
Head of Department,21,7,12,26,0
Head of Department,24,3,29,27,0
Head of Department,25,18,27,19,1
Head of Department,20,15,23,23,1
Head of Department,23,25,23,14,1
Head of Department,26,8,19,24,1
Head of Department,21,15,23,13,0
Head of Department,30,25,7,11,1
Head of Department,32,13,27,16,1
Head of Department,28,19,26,22,1
Head of Department,7,23,21,18,1
Head of Department,14,18,23,23,0
Head of Department,26,10,31,31,1
Head of Department,26,16,20,23,1
Head of Department,24,9,25,30,1
Head of Department,22,8,27,28,1
Head of Department,21,17,14,18,1
Head of Department,25,11,20,20,0
Head of Department,14,14,20,29,0
Head of Department,28,10,34,25,1
Head of Department,26,13,23,20,1
Head of Department,27,7,19,26,1
Head of Department,15,19,16,19,1
Head of Department,17,8,28,30,0
Head of Department,26,15,20,26,1
Head of Department,25,9,28,31,1
Head of Department,26,8,31,28,1
Head of Department,20,16,26,27,1
Head of Department,28,4,26,30,1
Head of Department,25,18,23,17,1
Head of Department,27,20,32,13,1
Head of Department,16,14,12,15,0
Head of Department,22,8,27,27,1
Head of Department,21,14,18,24,1
Head of Department,29,15,10,12,1
Head of Department,30,13,30,27,1
Head of Department,22,9,22,33,1
Head of Department,11,29,26,22,0
Head of Department,22,13,29,18,1
Head of Department,9,11,27,28,1
Head of Department,20,6,24,23,1
Head of Department,24,10,30,31,0
Head of Department,14,17,24,20,0
Head of Department,15,28,17,2,0
Head of Department,26,17,20,18,1
Head of Department,18,13,28,24,1
Head of Department,25,25,21,8,1
Head of Department,18,9,30,27,1
Head of Department,22,5,27,28,0
Head of Department,24,12,25,29,1
Head of Department,26,14,14,26,1
Head of Department,18,30,22,20,0
Head of Department,12,9,21,29,1
Head of Department,29,5,21,31,1
Head of Department,18,19,28,12,1
Head of Department,29,13,25,30,1
Head of Department,20,14,23,26,1
Head of Department,12,13,25,19,1
Head of Department,25,15,32,27,0
Head of Department,19,11,19,20,0
Head of Department,32,15,20,24,1
Head of Department,22,14,16,19,1
Head of Department,27,8,25,31,1
Head of Department,16,9,7,24,0
Head of Department,9,5,18,25,1
Head of Department,19,17,19,15,1
Head of Department,26,10,29,27,1
Head of Department,17,11,25,30,0
Head of Department,17,13,22,27,1
Head of Department,8,15,31,26,1
Head of Department,25,18,11,13,0
Head of Department,18,16,25,10,0
Head of Department,27,19,19,9,0
Head of Department,12,29,24,23,0
Head of Department,23,5,30,31,1
Head of Department,21,13,28,27,1
