jobtitle,scale_e,scale_n,scale_t,scale_j,satisfied
Head of Department,23,12,30,32,1
Head of Department,20,12,22,13,0
Head of Department,26,15,25,26,1
Head of Department,25,12,31,31,1
Head of Department,22,7,20,19,1
Head of Department,24,19,19,14,1
Head of Department,18,12,24,27,1
Head of Department,8,4,17,19,0
Head of Department,11,8,28,27,1
Head of Department,4,10,22,17,0
Head of Department,22,12,20,21,1
Head of Department,29,18,17,18,1
Head of Department,23,8,21,29,1
Head of Department,27,7,27,28,1
Head of Department,17,10,17,22,1
Head of Department,17,18,26,20,0
Head of Department,14,14,22,27,1
Head of Department,24,12,31,30,1
Head of Department,10,14,25,20,1
Head of Department,27,16,21,14,1
Head of Department,27,21,32,15,0
Head of Department,28,9,17,19,1
Head of Department,24,10,27,23,1
Head of Department,21,16,27,25,1
Head of Department,29,19,16,16,1
Head of Department,19,12,30,30,1
Head of Department,16,16,28,23,1
Head of Department,25,9,26,27,1
Head of Department,21,8,27,24,1
Head of Department,17,22,8,21,0
Head of Department,26,12,22,29,1
Head of Department,29,11,20,18,1
Head of Department,26,12,14,26,1
Head of Department,26,13,24,24,0
Head of Department,19,15,12,9,0
Head of Department,24,17,16,17,0
Head of Department,32,26,24,19,1
Head of Department,32,24,27,19,1
Head of Department,32,19,23,19,1
Head of Department,32,12,24,28,1
Head of Department,29,18,29,27,1
Head of Department,19,18,27,22,1
Head of Department,17,12,19,23,0
Head of Department,30,14,9,17,1
Head of Department,26,19,20,17,0
Head of Department,15,8,26,24,1
Head of Department,22,8,22,26,1
Head of Department,32,10,29,34,1
Head of Department,19,21,25,26,1
Head of Department,32,12,24,20,0
Head of Department,22,11,19,34,1
Head of Department,25,9,26,24,1
Head of Department,28,14,28,25,1
Head of Department,25,23,19,18,1
Head of Department,16,29,26,15,1
Head of Department,14,10,17,25,1
Head of Department,11,26,14,8,0
Head of Department,14,21,12,12,0
Head of Department,28,12,21,23,1
Head of Department,27,12,26,20,1
Head of Department,13,18,30,25,0
Head of Department,27,17,26,28,1
Head of Department,16,22,23,28,1
Head of Department,29,11,19,28,1
Head of Department,22,22,9,9,1
Head of Department,24,27,12,27,1
Head of Department,15,12,29,22,1
Head of Department,15,14,24,23,1
Head of Department,16,15,21,29,1
Head of Department,15,7,22,27,1
Head of Department,24,11,19,19,1
Head of Department,18,18,27,18,0
Head of Department,21,5,21,28,1
Head of Department,23,11,29,15,1
Head of Department,24,13,26,25,1
Head of Department,23,19,10,15,1
Head of Department,9,4,28,30,0
Head of Department,28,8,29,31,1
Head of Department,13,10,16,33,0
Head of Department,14,13,24,29,1
Head of Department,19,15,30,25,1
Head of Department,26,5,32,33,1
Head of Department,23,9,19,25,1
Head of Department,29,13,29,22,1
Head of Department,15,10,29,26,0
Head of Department,23,5,24,28,1
Head of Department,28,5,28,26,0
Head of Department,30,12,11,20,1
Head of Department,35,7,26,25,1
Head of Department,15,9,27,26,1
Head of Department,28,13,24,28,0
Head of Department,30,15,30,30,1
Head of Department,23,17,27,10,1
Head of Department,20,14,30,25,0
Head of Department,23,8,23,15,1
Head of Department,23,10,25,28,1
Head of Department,31,15,24,18,0
Head of Department,15,29,9,29,0
Head of Department,22,21,14,26,1
Head of Department,24,6,29,31,1
Head of Department,22,15,29,22,1
Head of Department,17,13,23,25,1
Head of Department,9,15,25,33,1
Head of Department,32,17,14,24,1
Head of Department,24,21,29,32,1
Head of Department,28,13,31,27,1
Head of Department,29,12,29,22,1
Head of Department,27,17,21,16,1
Head of Department,21,6,23,31,1
Head of Department,27,13,28,30,0
Head of Department,21,22,17,13,0
Head of Department,14,5,21,20,0
Head of Department,28,4,24,26,1
Head of Department,34,20,25,25,1
Head of Department,31,10,13,10,1
Head of Department,19,16,10,13,1
Head of Department,26,30,18,11,0
Head of Department,22,10,22,18,1
Head of Department,15,13,26,26,1
Head of Department,2,5,33,33,1
Head of Department,14,7,23,31,1
Head of Department,19,8,29,31,0
Head of Department,14,20,24,2,1
Head of Department,10,15,20,22,0
Head of Department,23,12,24,29,0
Head of Department,28,10,29,20,1
Head of Department,17,23,21,11,1
Head of Department,22,25,14,15,1
Head of Department,23,28,1,8,1
Head of Department,27,6,24,32,1
Head of Department,27,11,17,30,1
Head of Department,12,10,15,12,0
Head of Department,21,10,10,23,1
Head of Department,24,15,21,28,1
Head of Department,30,13,24,12,1
Head of Department,18,26,22,21,1
Head of Department,11,3,16,29,1
Head of Department,28,17,25,17,1
Head of Department,24,7,27,28,0
Head of Department,28,8,17,25,0
Head of Department,16,19,23,27,0
Head of Department,18,27,22,6,0
Head of Department,23,9,30,26,1
Head of Department,31,14,34,17,1
Head of Department,21,10,25,28,1
Head of Department,21,29,15,22,1
Head of Department,12,13,24,32,1
Head of Department,9,12,22,23,1
Head of Department,26,14,22,21,1
Head of Department,27,13,19,16,1
Head of Department,17,6,34,15,1
Head of Department,33,24,4,7,1
Head of Department,22,25,24,26,0
Head of Department,16,7,28,22,0
Head of Department,13,14,19,24,0
Head of Department,25,9,24,17,1
Head of Department,26,3,27,26,1
Head of Department,25,4,10,31,1
Head of Department,24,15,29,22,1
Head of Department,32,9,24,30,1
Head of Department,26,9,26,26,1
Head of Department,28,21,9,7,1
Head of Department,23,8,31,17,1
Head of Department,13,9,23,17,1
Head of Department,25,20,25,9,0
Head of Department,32,12,20,24,1
Head of Department,35,12,30,31,1
Head of Department,33,6,28,31,1
Head of Department,9,10,21,25,0
Head of Department,24,15,22,22,0
Head of Department,27,12,19,25,1
Head of Department,30,15,25,15,1
Head of Department,20,8,30,29,0
Head of Department,27,9,31,31,1
Head of Department,30,16,17,17,1
Head of Department,27,21,29,16,1
Head of Department,20,22,18,16,1
Head of Department,16,14,17,28,1
Head of Department,16,18,10,15,0
Head of Department,15,10,12,15,0
Head of Department,11,14,16,18,1
Head of Department,13,23,22,6,0
Head of Department,14,9,19,16,1
Head of Department,29,10,21,11,1
Head of Department,14,5,28,32,1
Head of Department,24,9,25,26,1
Head of Department,18,4,33,30,1
Head of Department,22,24,11,13,0
Head of Department,24,7,4,29,1
Head of Department,30,13,31,28,1
Head of Department,21,13,29,21,0
Head of Department,16,17,27,27,0
Head of Department,28,23,15,7,1
Head of Department,19,19,25,16,0
Head of Department,22,16,23,29,1
Head of Department,23,11,27,19,0
Head of Department,29,11,18,17,1
Head of Department,10,8,29,30,0
Head of Department,19,3,25,35,0
Head of Department,13,7,27,15,1
Head of Department,21,16,20,21,1
Head of Department,15,7,20,24,1
Head of Department,24,18,4,29,1
Head of Department,29,11,28,34,1
Head of Department,20,8,25,28,1
Head of Department,18,8,23,25,0
Head of Department,27,14,29,18,1
Head of Department,26,21,27,16,0
Head of Department,18,13,15,26,1
Head of Department,29,17,21,27,1
Head of Department,27,13,27,21,0
Head of Department,7,14,14,23,1
Head of Department,10,11,29,19,1
Head of Department,25,27,30,11,1
Head of Department,21,20,23,16,1
Head of Department,25,9,26,27,1
Head of Department,33,17,30,31,1
Head of Department,28,2,21,30,1
Head of Department,29,8,31,24,1
Head of Department,28,14,34,31,1
Head of Department,25,23,20,10,1
Head of Department,24,13,25,28,1
Head of Department,13,9,32,21,0
Head of Department,16,14,26,28,1
Head of Department,27,14,22,27,1
Head of Department,17,16,26,21,1
Head of Department,18,10,34,27,1
Head of Department,19,16,23,12,1
Head of Department,19,15,16,20,1
Head of Department,18,13,23,21,0
Head of Department,30,10,20,28,0
Head of Department,12,11,17,25,0
Head of Department,23,10,29,8,1
Head of Department,26,14,24,27,1
Head of Department,29,22,8,20,0
Head of Department,30,10,29,24,1
Head of Department,19,10,16,16,0
Head of Department,26,22,18,23,1
Head of Department,18,6,21,25,1
Head of Department,24,7,14,19,1
Head of Department,17,7,25,26,0
Head of Department,31,8,27,7,1
Head of Department,28,15,18,12,1
Head of Department,17,6,18,21,1
Head of Department,25,18,17,24,1
Head of Department,25,23,25,23,0
Head of Department,18,14,24,30,0
Head of Department,24,8,16,30,1
Head of Department,27,30,16,9,0
Head of Department,20,8,29,26,0
Head of Department,12,15,14,22,1
Head of Department,15,10,14,21,0
Head of Department,13,15,12,30,0
Head of Department,8,3,30,31,0
Head of Department,24,12,32,18,0
Head of Department,29,17,18,23,1
Head of Department,18,15,25,22,1
Head of Department,20,12,21,22,1
Head of Department,21,18,32,21,1
Head of Department,29,12,29,25,1
Head of Department,21,18,25,13,0
Head of Department,24,9,18,25,0
Head of Department,26,15,17,23,1
Head of Department,22,20,16,30,1
Head of Department,12,12,18,25,0
Head of Department,24,22,18,6,0
Director of Security,14,7,31,33,1
Director of Security,23,6,25,29,1
Director of Security,18,14,29,20,1
Director of Security,22,15,14,11,1
Director of Security,17,18,24,17,0
Director of Security,15,5,27,30,1
Director of Security,27,8,27,25,0
Director of Security,21,7,21,14,1
Director of Security,21,11,18,6,1
Director of Security,18,10,25,29,1
Director of Security,26,13,26,31,1
Director of Security,24,11,24,20,0
Director of Security,22,10,32,21,1
Director of Security,18,8,23,31,1
Director of Security,13,6,34,28,0
Director of Security,24,14,25,16,0
Director of Security,26,14,31,29,1
Director of Security,28,21,23,24,0
Director of Security,10,16,13,10,0
Head of Department,7,6,25,35,1
Head of Department,22,3,32,33,1
Head of Department,32,13,28,23,1
Head of Department,15,13,14,20,1
Head of Department,13,16,18,14,1
Head of Department,11,27,30,25,1
Head of Department,22,7,11,27,1
Head of Department,16,14,25,22,1
Head of Department,16,20,21,22,0
Head of Department,23,25,27,19,0
Head of Department,11,11,16,27,0
Head of Department,22,15,21,26,1
Head of Department,24,25,20,5,0
Head of Department,15,12,21,16,0
Head of Department,20,11,26,25,1
Head of Department,24,18,22,18,1
Head of Department,14,9,24,22,1
Head of Department,17,12,19,28,1
Head of Department,17,8,22,26,1
Head of Department,15,12,24,22,1
Head of Department,11,17,20,16,0
Head of Department,24,11,22,24,1
Head of Department,20,16,2,15,1
Head of Department,18,26,18,19,0
Head of Department,17,9,23,27,1
Head of Department,13,18,14,22,1
Head of Department,31,13,27,17,1
Head of Department,25,27,28,13,1
Head of Department,13,21,4,13,1
Head of Department,18,18,17,25,1
Head of Department,27,18,17,24,1
Head of Department,12,9,24,30,0
Head of Department,11,20,14,11,0
Head of Department,19,22,5,22,1
Head of Department,24,14,27,31,1
Head of Department,30,20,23,8,1
Head of Department,10,22,10,11,0
Head of Department,19,13,21,23,1
Head of Department,17,14,29,14,0
Head of Department,12,28,24,19,0
Head of Department,31,8,31,6,1
Head of Department,26,9,26,21,1
Head of Department,26,14,21,16,0
Head of Department,20,19,24,12,0
Head of Department,17,9,14,30,1
Head of Department,21,12,18,25,1
Head of Department,32,14,29,28,1
Head of Department,26,13,28,29,1
Head of Department,23,6,28,30,0
Head of Department,28,17,28,22,1
Head of Department,10,6,29,32,1
Head of Department,13,17,28,9,1
Head of Department,14,17,21,16,0
Head of Department,21,3,29,30,1
Head of Department,16,9,32,23,1
Head of Department,21,3,31,32,1
Head of Department,17,30,24,11,0
Head of Department,16,17,13,23,1
Head of Department,12,10,26,24,1
Head of Department,22,3,28,30,1
Head of Department,30,16,27,27,1
Head of Department,25,4,17,26,1
Head of Department,25,12,23,24,1
Head of Department,23,18,17,24,1
Head of Department,30,10,22,19,1
Head of Department,18,4,28,11,0
Head of Department,9,16,22,16,1
Head of Department,15,13,18,16,0
Head of Department,14,12,26,21,1
Head of Department,24,19,19,26,1
Head of Department,22,11,14,20,1
Head of Department,14,11,22,34,1
Head of Department,17,12,25,26,1
Head of Department,16,5,21,27,1
Head of Department,16,11,27,16,1
Head of Department,24,16,23,20,1
Head of Department,4,7,28,29,0
Head of Department,25,11,26,27,1
Head of Department,27,11,15,9,0
Head of Department,14,15,28,21,0
Head of Department,25,17,3,17,1
Head of Department,26,13,19,20,0
Head of Department,30,18,29,25,1
Head of Department,22,7,20,20,1
Head of Department,25,24,16,9,0
Head of Department,14,16,14,27,0
Head of Department,23,21,29,23,1
Head of Department,8,6,24,25,1
Head of Department,30,13,13,19,1
Head of Department,33,17,27,31,1
Head of Department,24,7,27,32,1
Head of Department,21,22,24,22,1
Head of Department,19,20,15,19,1
Head of Department,10,28,7,16,0
Head of Department,13,8,17,24,0
Head of Department,27,16,19,14,1
Head of Department,14,24,17,10,1
Head of Department,20,9,15,23,0
Head of Department,27,9,26,21,1
Head of Department,26,10,17,24,0
Head of Department,33,23,30,13,1
Head of Department,25,15,26,25,1
Head of Department,24,11,23,26,1
Head of Department,14,12,18,25,0
Lawyer,21,11,31,18,0
Lawyer,24,11,14,22,0
Lawyer,22,5,18,24,1
Lawyer,13,8,30,25,1
Lawyer,24,4,32,34,1
Lawyer,18,21,22,23,0
Lawyer,24,5,25,32,1
Lawyer,18,11,13,24,1
Lawyer,27,14,23,18,0
Lawyer,17,6,25,30,1
Lawyer,22,9,21,27,1
Lawyer,19,11,31,29,1
Lawyer,8,11,11,29,1
Lawyer,18,13,19,22,1
Lawyer,8,8,28,29,0
Lawyer,23,12,27,28,1
Lawyer,17,12,29,18,1
Lawyer,22,21,20,13,1
Lawyer,19,12,23,31,0
Lawyer,17,13,20,16,0
Lawyer,23,5,22,28,1
Lawyer,19,13,29,28,1
Lawyer,12,14,16,22,0
Lawyer,23,24,6,22,0
Lawyer,14,21,23,11,0
Lawyer,20,15,22,28,0
Lawyer,12,6,17,25,0
Lawyer,32,20,21,21,1
Lawyer,27,4,28,24,1
Lawyer,24,16,20,21,1
Lawyer,18,22,19,22,1
Lawyer,13,23,15,25,0
Lawyer,16,8,27,24,0
Lawyer,21,20,15,11,0
Operator (electrical appliances/mechanisms),24,10,12,20,0
Operator (electrical appliances/mechanisms),12,12,10,17,0
Operator (electrical appliances/mechanisms),18,12,21,30,1
Operator (electrical appliances/mechanisms),23,2,31,19,1
Operator (electrical appliances/mechanisms),25,18,22,15,1
Operator (electrical appliances/mechanisms),18,13,12,21,0
Operator (electrical appliances/mechanisms),22,7,16,22,1
Operator (electrical appliances/mechanisms),16,20,20,22,1
Operator (electrical appliances/mechanisms),22,14,17,17,0
Operator (electrical appliances/mechanisms),22,12,16,24,0
Operator (electrical appliances/mechanisms),13,12,15,16,1
Operator (electrical appliances/mechanisms),23,8,32,27,1
Operator (electrical appliances/mechanisms),12,22,16,13,1
Operator (electrical appliances/mechanisms),9,23,13,15,1
Operator (electrical appliances/mechanisms),16,9,7,23,0
Operator (electrical appliances/mechanisms),8,13,24,19,0
Operator (electrical appliances/mechanisms),13,8,22,24,0
Operator (electrical appliances/mechanisms),13,17,15,9,1
Operator (electrical appliances/mechanisms),18,7,21,27,1
Operator (electrical appliances/mechanisms),22,20,19,3,0
Operator (electrical appliances/mechanisms),13,16,26,30,0
Operator (electrical appliances/mechanisms),18,15,15,28,1
Operator (electrical appliances/mechanisms),26,19,13,26,1
Operator (electrical appliances/mechanisms),9,5,15,10,1
Operator (electrical appliances/mechanisms),24,9,25,12,0
Operator (electrical appliances/mechanisms),9,16,16,13,0
Operator (electrical appliances/mechanisms),16,27,15,20,0
Operator (electrical appliances/mechanisms),7,16,18,29,1
Operator (electrical appliances/mechanisms),11,16,16,16,0
Operator (electrical appliances/mechanisms),17,13,25,13,1
Operator (electrical appliances/mechanisms),6,17,27,27,0
Operator (electrical appliances/mechanisms),15,18,9,20,1
Operator (electrical appliances/mechanisms),10,16,25,20,1
Operator (electrical appliances/mechanisms),4,4,29,25,0
Operator (electrical appliances/mechanisms),13,3,21,30,0
Operator (electrical appliances/mechanisms),20,11,15,20,0
Operator (electrical appliances/mechanisms),12,7,26,24,1
Operator (electrical appliances/mechanisms),18,9,15,22,1
Operator (electrical appliances/mechanisms),3,10,33,17,0
Operator (electrical appliances/mechanisms),27,14,13,29,0
Operator (electrical appliances/mechanisms),17,1,24,29,0
Operator (electrical appliances/mechanisms),27,11,32,34,1
Operator (electrical appliances/mechanisms),14,17,27,27,1
Operator (electrical appliances/mechanisms),22,5,30,31,0
Operator (electrical appliances/mechanisms),6,11,21,29,1
Operator (electrical appliances/mechanisms),18,11,17,24,0
Operator (electrical appliances/mechanisms),29,20,22,27,0
Operator (electrical appliances/mechanisms),16,20,23,15,1
Operator (electrical appliances/mechanisms),7,0,23,15,1
Operator (electrical appliances/mechanisms),4,10,32,30,1
Operator (electrical appliances/mechanisms),16,5,30,18,1
Operator (electrical appliances/mechanisms),10,13,18,27,0
Operator (electrical appliances/mechanisms),11,9,15,28,1
Operator (electrical appliances/mechanisms),22,10,25,29,1
Operator (electrical appliances/mechanisms),26,12,24,30,1
Operator (electrical appliances/mechanisms),14,12,31,8,0
Operator (electrical appliances/mechanisms),27,6,33,28,1
Operator (electrical appliances/mechanisms),20,24,10,7,0
Operator (electrical appliances/mechanisms),22,17,26,34,1
Operator (electrical appliances/mechanisms),25,15,21,25,1
Operator (electrical appliances/mechanisms),11,21,19,24,0
Operator (electrical appliances/mechanisms),23,14,22,27,1
Operator (electrical appliances/mechanisms),5,3,25,21,0
Operator (electrical appliances/mechanisms),27,20,24,20,0
Operator (electrical appliances/mechanisms),19,18,23,23,0
Operator (electrical appliances/mechanisms),18,18,25,22,0
Operator (electrical appliances/mechanisms),24,15,20,21,0
Operator (electrical appliances/mechanisms),29,19,12,8,1
Operator (electrical appliances/mechanisms),18,14,24,25,0
Operator (electrical appliances/mechanisms),14,23,15,18,1
Operator (electrical appliances/mechanisms),27,14,9,31,1
Operator (electrical appliances/mechanisms),23,11,18,19,0
Operator (electrical appliances/mechanisms),4,2,25,20,0
Operator (electrical appliances/mechanisms),13,4,23,32,0
Operator (electrical appliances/mechanisms),22,11,30,24,1
Operator (electrical appliances/mechanisms),26,14,21,25,1
Operator (electrical appliances/mechanisms),23,6,31,22,1
Operator (electrical appliances/mechanisms),17,10,21,21,0
Operator (electrical appliances/mechanisms),22,16,9,15,0
Operator (electrical appliances/mechanisms),4,11,25,16,0
