jobtitle,psychotype,satisfied
Head (trade/mediation),ESTJ,1
Head (trade/mediation),ESTJ,1
Head (trade/mediation),ESTJ,1
Head (trade/mediation),ESTJ,1
Head (trade/mediation),ESTJ,1
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head (trade/mediation),ESTJ,0
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,1
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
Head of Department,ESTJ,0
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,1
IT manager,ESTJ,0
IT manager,ESTJ,0
IT manager,ESTJ,0
IT manager,ESTJ,0
IT manager,ESTJ,0
IT manager,ESTJ,0
IT manager,ESTJ,0
IT manager,ESTJ,0
IT manager,ESTJ,0
Journalist,ESTJ,1
Journalist,ESTJ,1
Journalist,ESTJ,1
Journalist,ESTJ,1
Journalist,ESTJ,1
Journalist,ESTJ,1
Journalist,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,1
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Lawyer,ESTJ,0
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,1
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Logistics Manager,ESTJ,0
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,1
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Marketing/Advertising Director,ESTJ,0
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,1
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Office Manager,ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,1
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
Operator (electrical appliances/mechanisms),ESTJ,0
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,1
PR manager,ESTJ,0
PR manager,ESTJ,0
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,1
Programmer,ESTJ,0
Programmer,ESTJ,0
Programmer,ESTJ,0
Programmer,ESTJ,0
Programmer,ESTJ,0
Programmer,ESTJ,0
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,1
Recruiter,ESTJ,0
Recruiter,ESTJ,0
Recruiter,ESTJ,0
Recruiter,ESTJ,0
Regional Manager,ESTJ,1
Regional Manager,ESTJ,1
Regional Manager,ESTJ,1
Regional Manager,ESTJ,1
Regional Manager,ESTJ,1
Regional Manager,ESTJ,1
Regional Manager,ESTJ,1
Regional Manager,ESTJ,1
