jobtitle,psychotype,satisfied
Recruiter,ENFP,1
Recruiter,ENFP,1
Recruiter,ENFP,1
Recruiter,ENFP,1
Recruiter,ENFP,1
Recruiter,ENFP,1
Recruiter,ENFP,1
Regional Manager,ENFP,1
Regional Manager,ENFP,1
Retail Associate,ENFP,1
Retail Associate,ENFP,0
Retail Associate,ENFP,0
Retail Associate,ENFP,0
Retail Associate,ENFP,0
Sales Agent (real estate/insurance),ENFP,1
Sales Agent (real estate/insurance),ENFP,1
Sales Agent (real estate/insurance),ENFP,1
Sales Agent (real estate/insurance),ENFP,1
Sales Agent (real estate/insurance),ENFP,1
Secretary,ENFP,1
Secretary,ENFP,1
Secretary,ENFP,1
Secretary,ENFP,1
Secretary,ENFP,1
Secretary,ENFP,1
Secretary,ENFP,1
Secretary,ENFP,0
Secretary,ENFP,0
Secretary,ENFP,0
Software Tester,ENFP,1
Software Tester,ENFP,0
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,1
Staff trainer,ENFP,0
Staff trainer,ENFP,0
Staff trainer,ENFP,0
Staff trainer,ENFP,0
Staff trainer,ENFP,0
Staff trainer,ENFP,0
System administrator,ENFP,1
System administrator,ENFP,0
System administrator,ENFP,0
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,1
Teacher,ENFP,0
Teacher,ENFP,0
Teacher,ENFP,0
Teacher,ENFP,0
Wholesale Manager,ENFP,1
Wholesale Manager,ENFP,1
Wholesale Manager,ENFP,1
Wholesale Manager,ENFP,0
Wholesale Manager,ENFP,0
Wholesale Manager,ENFP,0
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,1
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Account/Sales Manager,ENTJ,0
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,1
Accountant,ENTJ,0
Accountant,ENTJ,0
Accountant,ENTJ,0
Accountant,ENTJ,0
Accountant,ENTJ,0
Accountant,ENTJ,0
Accountant,ENTJ,0
Accountant,ENTJ,0
Administrator of the trading floor,ENTJ,0
Administrator of the trading floor,ENTJ,0
Administrator of the trading floor,ENTJ,0
Administrator of the trading floor,ENTJ,0
Administrator of the trading floor,ENTJ,0
Administrator of the trading floor,ENTJ,0
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,1
Analyst,ENTJ,0
Analyst,ENTJ,0
Analyst,ENTJ,0
Analyst,ENTJ,0
Analyst,ENTJ,0
Analyst,ENTJ,0
Brand manager,ENTJ,1
Brand manager,ENTJ,1
Brand manager,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,1
Businessman,ENTJ,0
Businessman,ENTJ,0
Businessman,ENTJ,0
Businessman,ENTJ,0
Businessman,ENTJ,0
Businessman,ENTJ,0
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,1
Chief Executive Officer (CEO),ENTJ,0
Chief Executive Officer (CEO),ENTJ,0
Chief Executive Officer (CEO),ENTJ,0
Chief Executive Officer (CEO),ENTJ,0
Chief Executive Officer (CEO),ENTJ,0
Chief Executive Officer (CEO),ENTJ,0
Chief Financial Officer,ENTJ,1
Chief Financial Officer,ENTJ,1
Chief Financial Officer,ENTJ,1
Chief Financial Officer,ENTJ,1
Chief Financial Officer,ENTJ,0
Chief Financial Officer,ENTJ,0
Chief Financial Officer,ENTJ,0
Chief Financial Officer,ENTJ,0
Chief Financial Officer,ENTJ,0
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,1
Commercial Director,ENTJ,0
Commercial Director,ENTJ,0
Commercial Director,ENTJ,0
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,1
Consultant,ENTJ,0
Consultant,ENTJ,0
Consultant,ENTJ,0
Consultant,ENTJ,0
Consultant,ENTJ,0
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,1
Designer,ENTJ,0
Designer,ENTJ,0
Designer,ENTJ,0
Director of Development,ENTJ,1
Director of Development,ENTJ,1
Director of Development,ENTJ,1
Director of Development,ENTJ,1
Director of Development,ENTJ,1
Director of Development,ENTJ,1
Director of Development,ENTJ,1
Director of Development,ENTJ,1
Director of Development,ENTJ,1
Director of Development,ENTJ,1
Director of Development,ENTJ,0
Director of Development,ENTJ,0
Director of Security,ENTJ,0
Director of Security,ENTJ,0
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,1
Economist,ENTJ,0
Economist,ENTJ,0
Economist,ENTJ,0
Economist,ENTJ,0
Economist,ENTJ,0
Economist,ENTJ,0
Economist,ENTJ,0
Economist,ENTJ,0
Economist,ENTJ,0
Economist,ENTJ,0
Economist,ENTJ,0
Facility guard,ENTJ,0
Foreman (manufacturing),ENTJ,1
Foreman (manufacturing),ENTJ,1
Foreman (manufacturing),ENTJ,1
Foreman (manufacturing),ENTJ,1
Foreman (manufacturing),ENTJ,1
Foreman (manufacturing),ENTJ,1
Foreman (manufacturing),ENTJ,1
Foreman (manufacturing),ENTJ,0
Foreman (manufacturing),ENTJ,0
Foreman (manufacturing),ENTJ,0
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,1
General director,ENTJ,0
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,1
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
HR manager,ENTJ,0
Head (Finance/Law),ENTJ,1
Head (Finance/Law),ENTJ,1
Head (Finance/Law),ENTJ,1
Head (Finance/Law),ENTJ,1
Head (Finance/Law),ENTJ,1
Head (Finance/Law),ENTJ,1
Head (Finance/Law),ENTJ,1
Head (Finance/Law),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,1
Head (engineering/manufacturing),ENTJ,0
Head (engineering/manufacturing),ENTJ,0
Head (engineering/manufacturing),ENTJ,0
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (medicine/education),ENTJ,1
Head (personnel/public administration),ENTJ,1
Head (personnel/public administration),ENTJ,1
Head (personnel/public administration),ENTJ,1
Head (personnel/public administration),ENTJ,1
Head (personnel/public administration),ENTJ,1
Head (personnel/public administration),ENTJ,0
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,1
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head (trade/mediation),ENTJ,0
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,1
Head of Department,ENTJ,0
Head of Department,ENTJ,0
Head of Department,ENTJ,0
Head of Department,ENTJ,0
Head of Department,ENTJ,0
Head of Department,ENTJ,0
Head of Department,ENTJ,0
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,1
IT manager,ENTJ,0
IT manager,ENTJ,0
IT manager,ENTJ,0
IT manager,ENTJ,0
IT manager,ENTJ,0
IT manager,ENTJ,0
IT manager,ENTJ,0
Journalist,ENTJ,1
Journalist,ENTJ,1
Journalist,ENTJ,1
Journalist,ENTJ,0
Lawyer,ENTJ,1
Lawyer,ENTJ,1
Lawyer,ENTJ,1
Lawyer,ENTJ,1
Lawyer,ENTJ,1
Lawyer,ENTJ,1
Lawyer,ENTJ,1
Lawyer,ENTJ,1
Lawyer,ENTJ,1
Lawyer,ENTJ,1
Lawyer,ENTJ,0
Lawyer,ENTJ,0
Lawyer,ENTJ,0
Lawyer,ENTJ,0
Lawyer,ENTJ,0
Lawyer,ENTJ,0
Logistics Manager,ENTJ,1
Logistics Manager,ENTJ,1
Logistics Manager,ENTJ,1
Logistics Manager,ENTJ,1
Logistics Manager,ENTJ,1
Logistics Manager,ENTJ,1
Logistics Manager,ENTJ,1
Logistics Manager,ENTJ,0
Logistics Manager,ENTJ,0
Logistics Manager,ENTJ,0
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
Marketing/Advertising Director,ENTJ,1
